beta	beta_hat	raf	se
0.31051468208735633	0.27190290696280917	0.5155540590513072	0.01788249771347573
0.1135183391834346	0.13861135644087977	0.49688821126137744	0.017874189201502477
0.14078132144511182	0.1241841652370477	0.7074332508269334	0.019644126707437662
0.3422356857675434	0.36204525017804623	0.8354887682619194	0.024105706203958233
0.11903930579198528	0.11465347220210015	0.2627320397598563	0.020305736437204916
0.10942225064226391	0.12448832011938504	0.6535133707079769	0.018780946057111923
0.20564118655315994	0.20463578026370205	0.6478627421350176	0.018710717973199946
0.18794422669300537	0.2158576234251062	0.7074332508269336	0.019644126707437665
0.14147874802635801	0.13206390672222074	0.527976816536591	0.017901888704646214
0.19795167374376071	0.19701026759565757	0.6306623102032254	0.018517301220335295
0.2727051699911888	0.2675303290597349	0.9225968718936965	0.033442805197957046
0.14701765172511225	0.15417069789684953	0.8178463862209776	0.023154381188635036
0.1485299561501617	0.14698367666845466	0.5710806949586387	0.01805724155156041
0.11435524097851345	0.11410917425766867	0.3809979029710022	0.018402659533063626
0.14411211621877	0.09226577687800505	0.7324360794287638	0.02018781443183717
0.11853467566544373	0.13224484935108838	0.5217688493238828	0.017890807373146373
0.1092163724295211	0.12150864305060173	0.5093343890420846	0.017876958577970392
0.15597379312483078	0.1339618956573862	0.28239936725503617	0.01985247592368368
0.17607841004135022	0.1686431442751964	0.5031117887386225	0.017874189201502477
0.14488978553242207	0.1326818149185397	0.8178463862209776	0.023154381188635036
0.125740469949134	0.14312954430779187	0.7605564208625994	0.020942119226674126
0.11870106049170281	0.12098083856841392	0.527976816536591	0.017901888704646214
0.3858089438538568	0.36070100511315584	0.9420559157143769	0.038251198892416564
0.46865145022771815	0.46243990407515495	0.982994363097829	0.06912194966962765
0.26307169996517904	0.256419306610134	0.8774578195843106	0.027254110855001706
0.14345909991911712	0.1505949116350833	0.3809979029710022	0.018402659533063626
0.14608040322211416	0.1242364578657504	0.8354887682619194	0.024105706203958233
0.1330462740337108	0.15064135892247157	0.44729806239880043	0.01797396708875521
0.16310821620421345	0.17585078521886782	0.7176006327449638	0.01985247592368368
0.30745525894257864	0.309633491079076	0.8800616560516855	0.02750757909820095
0.1517514488431693	0.16976756377657296	0.7514168008280466	0.020678146462368648
0.13235101489898404	0.12990461511689994	0.6131183997480134	0.018349605493213107
0.2062730003725486	0.2136580488079214	0.8875788617231639	0.02829179350874918
0.14321673306536048	0.12534767200513802	0.601251547190994	0.018251994750186223
0.1718174548992254	0.15570689352721204	0.8286061872142176	0.023714626453864848
0.1477113168603581	0.15985217550808892	0.7420423342910978	0.02042675516682048
0.1867673728479284	0.22121536401771077	0.7514168008280464	0.02067814646236864
0.20798374071195244	0.19736144890760088	0.6591203959368446	0.01885406762215845
0.5675188427893046	0.4481523648553172	0.981199906039744	0.06580049871889362
0.23271844513120335	0.2619449916987068	0.9172765154027238	0.032443178556764846
0.1499384155401417	0.13207819083885786	0.5527019376011999	0.01797396708875521
0.15370420981399427	0.15495392100099906	0.5403645536118322	0.0179323728862549
0.11171463719913188	0.1196433373240667	0.3029491982703084	0.019447815460628102
0.19470872236944406	0.2014435609190064	0.9172765154027236	0.03244317855676481
0.13844061537885669	0.11080342612236803	0.6364358587873427	0.018578904515585335
0.1128289879516656	0.13130176924620107	0.6306623102032256	0.0185173012203353
0.20029372448120492	0.22465944336648747	0.8991642320048275	0.029679810765038905
0.42337826182740945	0.4029899472723954	0.9652161669621048	0.04877383800122629
0.15687377474094913	0.15075412541833316	0.7738206043730517	0.021361968965864585
0.194283464319525	0.15498053229988187	0.5649738860152088	0.018026694259764643
0.13059755341448392	0.13629888854431213	0.7605564208625994	0.020942119226674126
0.1283921357159874	0.0966349826813652	0.5279768165365909	0.017901888704646214
0.14864534005511845	0.17630125953457135	0.6012515471909938	0.018251994750186223
0.237590028554226	0.24456719010088188	0.8250780421047021	0.023524384249429424
0.14245365574761543	0.11815151193193796	0.7514168008280464	0.02067814646236864
0.21616675090668686	0.22068315647481307	0.7372679602401437	0.020305736437204916
0.13766604904171215	0.13133505180297905	0.2218775073807058	0.021508361158104127
0.1164204484628554	0.08883264715280781	0.6478627421350179	0.018710717973199953
0.14172438702551435	0.12871663387479587	0.7694588623255368	0.021218810054238136
0.10811712353846674	0.12835749842594715	0.6535133707079768	0.018780946057111923
0.22528628749470597	0.2564304492199193	0.5588470221300054	0.01799893738009136
0.17310409006786162	0.17153586492046158	0.8665357962066855	0.026279209079383848
0.2596153475917787	0.27808363102834577	0.7022685188312342	0.019544473018554318
0.20142553756573828	0.1518542031933849	0.863675691501737	0.02604509490218604
0.1161594677441418	0.11735548872142454	0.3082190563283585	0.01935414113485268
0.349277227036627	0.35404500098232156	0.8354887682619195	0.02410570620395824
0.16110846361093203	0.19230661511672534	0.8214915435515757	0.0233376433295649
0.17345743661224766	0.15359512318610158	0.8851215571538438	0.028026393476355743
0.26638141713068614	0.27453236596883157	0.14829983688444293	0.025146308673067125
0.11251079867124703	0.09894135280130166	0.589262829637927	0.018165669865336038
0.36474082410736036	0.4714285717510265	0.9726063921124707	0.0547513417920412
0.13780771616560128	0.1301985721635974	0.7694588623255368	0.021218810054238136
0.2513245709746148	0.2669230612314001	0.765037407013486	0.021078866125068874
0.13115037357013967	0.11617177395412814	0.6306623102032256	0.0185173012203353
0.12408549826450638	0.1425033774700756	0.44115297786999474	0.01799893738009136
0.21611549177546824	0.22587174727086137	0.8800616560516855	0.02750757909820095
0.28348118511951803	0.28782932163774794	0.7781224926192942	0.021508361158104127
0.10495788616720886	0.09740835452964329	0.4167730643984946	0.018126724576075993
0.23755906676828714	0.23018821586238317	0.8800616560516853	0.027507579098200934
0.155167592061679	0.12715789405103137	0.6591203959368442	0.018854067622158445
0.15441163886240256	0.12876197445650572	0.851700163115557	0.02514630867306712
0.26818928687363053	0.2747565757322943	0.9055776940743946	0.03056242316947521
0.16475094576596697	0.20376164355958434	0.8388439411866216	0.024306590209513618
0.16388263232138248	0.15408266153333344	0.8421422323230695	0.02451106840791809
0.35317262299020535	0.35656668162783156	0.7906682366057259	0.021967125541801986
0.36941389437457983	0.40579301662866346	0.962845283372532	0.04725009802191466
0.13354589638766304	0.11764643304904782	0.5031117887386225	0.017874189201502477
0.17290259887324846	0.1641983934266777	0.7372679602401435	0.02030573643720491
0.345228926818252	0.4220548953761765	0.9407483760275682	0.03785306726352397
0.12468890247323997	0.15660869750263506	0.3298012660796632	0.019009031192608446
0.12581440984657058	0.14063402390980229	0.324332284799007	0.01909089413770477
0.12337822773600646	0.11978865851423083	0.6810884313530848	0.019175692442045457
0.13170413390774113	0.11346887058340901	0.6864598388315974	0.019263437513734924
0.11064691256194831	0.1304351692874354	0.6306623102032256	0.0185173012203353
0.2305561312538535	0.22317487979787468	0.9034831736995281	0.030264004532923317
0.11207468121098914	0.10546138915738258	0.6306623102032254	0.018517301220335295
0.17365223616628997	0.1388472809061107	0.8875788617231637	0.02829179350874915
0.15727248126942006	0.15087566615914774	0.5771656392017691	0.018090583461175612
0.20114898449694277	0.16409273156848467	0.8065563259225385	0.022625246899591653
0.14644938167335206	0.18200594760728728	0.5710806949586387	0.01805724155156041
0.12040221547340443	0.14432931984612934	0.6072010218117357	0.018299386190263233
0.16781841775208806	0.19199405972620504	0.8800616560516855	0.02750757909820095
0.13580597792497082	0.14618042257308073	0.8250780421047021	0.023524384249429424
0.11916946317664046	0.081712232815354	0.5155540590513068	0.01788249771347573
0.15190173326246204	0.10117096435767353	0.8178463862209779	0.02315438118863505
0.23721542108727434	0.25884945110200736	0.5952715973494254	0.01820742467946048
0.16124525214059146	0.17667810968756972	0.7947301069031407	0.02212664067382972
0.24795444707986888	0.26201092043265733	0.9259595701481119	0.034131664346080545
0.43181948117226954	0.44163092510483304	0.8774578195843104	0.027254110855001693
0.12875475811200363	0.09034997342780754	0.39279897818826426	0.018299386190263233
0.11846709108267041	0.13654419755189115	0.6478627421350179	0.018710717973199953
0.5849926547576483	0.6124889963047121	0.9611697899405669	0.04625972194743029
0.12486004144390322	0.10234432970491415	0.27245280860207827	0.0200729736855469
0.2936193513815015	0.3273324431738953	0.7176006327449638	0.01985247592368368
0.1705886502505639	0.1707113250569778	0.7605564208625997	0.020942119226674133
0.11464512792171501	0.10362530703118578	0.6248505686917358	0.018458555564057757
0.15118572779456182	0.13444108840275526	0.756016129133868	0.020808551756288013
0.18504145280496426	0.14950465784136033	0.9076297825149768	0.03086509314801927
0.15482981546352576	0.15534282064058613	0.21345365093549284	0.021810920293746937
0.44597745670211747	0.41234532717747674	0.9433346103851212	0.03865414933590252
0.17970100097508548	0.1694246308476584	0.6591203959368442	0.018854067622158445
0.10830331287813075	0.11705214387164971	0.472023183463409	0.017901888704646214
0.19537527666021628	0.244034006659054	0.6591203959368446	0.01885406762215845
0.3512365560851994	0.31512144671055176	0.7906682366057259	0.021967125541801986
0.13319949568050868	0.1370544615698378	0.7125442035596616	0.019746789796379068
0.2787636090026102	0.30643088325878737	0.8693434858405437	0.02651714163988803
0.13746652097260398	0.13951325387946842	0.23944357913740055	0.020942119226674126
0.1598636290631824	0.1370050999823358	0.6917809436716416	0.01935414113485268
0.23529125284824776	0.25690967250595476	0.9337580846976753	0.03593389679013503
0.10606632334185412	0.1431179880456871	0.40472840265057464	0.01820742467946048
0.17332904180354458	0.2045633498651732	0.6970508017296916	0.019447815460628102
0.3186476940684976	0.28573495522265435	0.7467587495445612	0.02055088644677519
0.12488115587210859	0.15897591794966517	0.6421697946548424	0.0186433738426675
0.1112089422406337	0.1213068589003087	0.589262829637927	0.018165669865336038
0.20299567282941022	0.22050413314720915	0.7605564208625994	0.020942119226674126
0.12839555648614925	0.1544091403381657	0.7823644274320185	0.021658005272999846
0.1265980642839167	0.12370089595921341	0.7781224926192942	0.021508361158104127
0.11494929051308118	0.14083788052495957	0.6306623102032256	0.0185173012203353
0.14272746033373213	0.12396788465768487	0.527976816536591	0.017901888704646214
0.13235671208971597	0.11595280918623925	0.36356414121265745	0.018578904515585335
0.3906646444922367	0.3813186328388942	0.472023183463409	0.017901888704646214
0.16452689699595335	0.1550849033919854	0.7514168008280466	0.020678146462368648
0.11742846179807397	0.13678818504923215	0.4906656109579154	0.017876958577970392
0.38257524304694257	0.3812579364779399	0.8991642320048275	0.029679810765038905
0.12821925303888773	0.12310696592070061	0.4228343607982309	0.018090583461175612
0.12251957881679768	0.13198784645459333	0.7694588623255368	0.021218810054238136
0.27737605623191175	0.2796967633959603	0.8577960178525277	0.02558821859630097
0.13966890092678147	0.13259230882135944	0.6864598388315971	0.019263437513734917
0.2776342214012836	0.24278828245526343	0.9575758471747602	0.044339905497275484
0.18209534751641326	0.1770694122760941	0.8250780421047023	0.02352438424942943
0.16003365277500647	0.1692785997160038	0.8665357962066854	0.02627920907938384
0.25749168473728545	0.2748863467420316	0.8826160297088056	0.02776499767852979
0.3576034584314162	0.2924997608571673	0.8991642320048278	0.029679810765038936
0.5059498641569125	0.5157652457603729	0.9782921922592893	0.06132614523119592
0.10943857435331086	0.11665899724227373	0.3809979029710019	0.01840265953306363
0.12442923152615519	0.08035124103209684	0.6131183997480134	0.018349605493213107
0.5156777529466208	0.5693682148538821	0.9795988981552389	0.06321745210566415
0.11371173008466408	0.10613119304416799	0.28745579644033836	0.019746789796379068
0.17564258157307033	0.1660117731692432	0.6701987339203371	0.019009031192608453
0.16085007425619724	0.16092015484959304	0.5155540590513068	0.01788249771347573
0.17316644383735477	0.19082766105762902	0.34648662929202323	0.018780946057111923
0.1760639105790028	0.16674677160932355	0.5155540590513072	0.01788249771347573
0.1597353522125257	0.17811427559515497	0.7738206043730517	0.021361968965864585
0.10528511985726623	0.08159870130251178	0.45963544638816783	0.0179323728862549
0.27585814310833634	0.30749193252563467	0.7605564208625994	0.020942119226674126
0.11885421768366046	0.06648281570016307	0.7467587495445613	0.020550886446775198
0.33336293527108846	0.31309470681953966	0.8607626137123895	0.025814773280417532
0.1674824998434163	0.12345947900882495	0.5093343890420845	0.017876958577970392
0.1057251418396059	0.08889375273258053	0.5771656392017691	0.018090583461175612
0.10443926807451619	0.10365733664315872	0.4047284026505743	0.018207424679460484
0.16643969792380048	0.19172840546141892	0.7324360794287639	0.02018781443183717
0.11258028415348359	0.10155292359430959	0.3693376897967744	0.0185173012203353
0.12284947132806977	0.11931645838047585	0.3464866292920231	0.018780946057111923
0.11746656127209781	0.1358253852156968	0.36356414121265745	0.018578904515585335
0.12246862218733053	0.10443609718377082	0.7324360794287639	0.02018781443183717
0.1343955309259204	0.14952626872653088	0.5279768165365909	0.017901888704646214
0.11231166956770806	0.10747764251313954	0.46582397408975496	0.017915743238141404
0.2170277413907479	0.24163879589251078	0.8693434858405439	0.026517141639888046
0.11904869085586715	0.11992263453350534	0.5217688493238828	0.017890807373146373
0.22386197756683943	0.22211179234403683	0.8991642320048275	0.029679810765038905
0.1504258205969057	0.11371895809623685	0.6421697946548424	0.0186433738426675
0.10879600436638948	0.05130361235994882	0.5952715973494257	0.018207424679460484
0.183277274417103	0.13557482432570245	0.8899885726967277	0.02856122491719062
0.1158409817561695	0.11052891746594526	0.472023183463409	0.017901888704646214
0.1484278726403734	0.14842260491402126	0.37514943130826417	0.018458555564057753
0.3398695492353122	0.32182990484926904	0.9566241777091824	0.043872603495359215
0.13809874082688764	0.1380422434995933	0.2627320397598563	0.020305736437204916
0.14376793378093664	0.1421907782281167	0.7823644274320185	0.021658005272999846
0.20989165489178152	0.20933296632956255	0.9172765154027238	0.032443178556764846
0.1356585870433537	0.13605265306389305	0.6917809436716416	0.01935414113485268
0.2863149000671545	0.2656567809587161	0.6970508017296917	0.019447815460628105
0.14020739996885953	0.11577729844873828	0.6810884313530848	0.019175692442045457
0.12053668946897499	0.12714421120115416	0.6864598388315974	0.019263437513734924
0.36229710799558623	0.41404210528734653	0.9536341873573887	0.042500897397675826
0.1817268965833983	0.17140444153889314	0.8800616560516855	0.02750757909820095
0.3058091378513135	0.35929898724382925	0.9701389137271691	0.052507117875669605
0.12319083607569005	0.12601245383058995	0.453459510872359	0.017951779944008983
0.1272766623353545	0.14272102455819838	0.3693376897967744	0.0185173012203353
0.2982416265270547	0.2660564957236591	0.8421422323230695	0.02451106840791809
0.11385356273850136	0.12932288667560643	0.5403645536118322	0.0179323728862549
